"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2016년 11월 17일","43.30","43.30","43.30","43.30","-","-0.16%"
"2016년 11월 16일","43.37","43.37","43.37","43.37","-","-0.41%"
"2016년 11월 15일","43.55","43.55","43.55","43.55","-","2.88%"
"2016년 11월 14일","42.33","42.33","42.33","42.33","-","-0.28%"
"2016년 11월 11일","42.45","42.45","42.45","42.45","-","-1.37%"
"2016년 11월 10일","43.04","43.04","43.04","43.04","-","-0.78%"
"2016년 11월 09일","43.38","43.38","43.38","43.38","-","0.95%"
"2016년 11월 08일","42.97","42.97","42.97","42.97","-","-0.16%"
"2016년 11월 07일","43.04","43.04","43.04","43.04","-","1.15%"
"2016년 11월 04일","42.55","42.55","42.55","42.55","-","-1.34%"
"2016년 11월 03일","43.13","43.13","43.13","43.13","-","-1.12%"
"2016년 11월 02일","43.62","43.62","43.62","43.62","-","-2.37%"
"2016년 11월 01일","44.68","44.68","44.68","44.68","-","-0.53%"
"2016년 10월 31일","44.92","44.92","44.92","44.92","-","-8.38%"
"2016년 10월 28일","49.03","49.03","49.03","49.03","-","-0.06%"
"2016년 10월 27일","49.06","49.06","49.06","49.06","-","0.20%"
"2016년 10월 26일","48.96","48.96","48.96","48.96","-","-0.18%"
"2016년 10월 25일","49.05","49.05","49.05","49.05","-","-0.28%"
"2016년 10월 24일","49.19","49.19","49.19","49.19","-","-0.12%"
"2016년 10월 21일","49.25","49.25","49.25","49.25","-","0.35%"
"2016년 10월 20일","49.08","49.08","49.08","49.08","0.20K","-0.87%"
"2016년 10월 19일","49.51","49.51","49.51","49.51","-","0.92%"
"2016년 10월 18일","49.06","49.06","49.06","49.06","-","-0.04%"
"2016년 10월 17일","49.08","49.08","49.08","49.08","-","-0.59%"
"2016년 10월 14일","49.37","49.37","49.37","49.37","-","0.18%"
"2016년 10월 13일","49.28","49.28","49.28","49.28","-","0.37%"
"2016년 10월 12일","49.10","49.10","49.10","49.10","-","-0.79%"
"2016년 10월 11일","49.49","49.49","49.49","49.49","-","-0.88%"
"2016년 10월 10일","49.93","49.93","49.93","49.93","-","1.75%"
"2016년 10월 07일","49.07","49.07","49.07","49.07","-","-0.71%"
"2016년 10월 06일","49.42","49.42","49.42","49.42","-","0.96%"
"2016년 10월 05일","48.95","48.95","48.95","48.95","-","1.66%"
"2016년 10월 04일","48.15","48.15","48.15","48.15","-","0.29%"
"2016년 10월 03일","48.01","48.01","48.01","48.01","-","10.62%"
"2016년 09월 29일","43.40","43.40","43.40","43.40","-","0.02%"
"2016년 09월 28일","43.39","43.39","43.39","43.39","-","0.58%"
"2016년 09월 27일","43.14","43.14","43.14","43.14","-","-0.60%"
"2016년 09월 26일","43.40","43.40","43.40","43.40","-","0.60%"
"2016년 09월 23일","43.14","43.14","43.14","43.14","-","-1.03%"
"2016년 09월 22일","43.59","43.59","43.59","43.59","-","0.60%"
"2016년 09월 21일","43.33","43.33","43.33","43.33","-","0.81%"
"2016년 09월 20일","42.98","42.98","42.98","42.98","0.20K","-0.07%"
"2016년 09월 19일","43.01","43.01","43.01","43.01","-","0.19%"
"2016년 09월 16일","42.93","42.93","42.93","42.93","-","-0.83%"
"2016년 09월 15일","43.29","43.29","43.29","43.29","-","1.00%"
"2016년 09월 14일","42.86","42.86","42.86","42.86","-","-1.63%"
"2016년 09월 13일","43.57","43.57","43.57","43.57","-","-2.94%"
"2016년 09월 12일","44.89","44.89","44.89","44.89","-","1.77%"
"2016년 09월 09일","44.11","44.11","44.11","44.11","-","-2.91%"
"2016년 09월 08일","45.43","45.43","45.43","45.43","-","2.97%"
"2016년 09월 07일","44.12","44.12","44.12","44.12","-","1.36%"
"2016년 09월 06일","43.53","43.53","43.53","43.53","-","0.83%"
"2016년 09월 02일","43.17","43.17","43.17","43.17","-","3.06%"
"2016년 09월 01일","41.89","41.89","41.89","41.89","-","-4.14%"
"2016년 08월 31일","43.70","43.70","43.70","43.70","-","-0.05%"
"2016년 08월 30일","43.72","43.72","43.72","43.72","-","-0.05%"
"2016년 08월 29일","43.74","43.74","43.74","43.74","-","-0.23%"
"2016년 08월 26일","43.84","43.84","43.84","43.84","-","0.05%"
"2016년 08월 25일","43.82","43.82","43.82","43.82","-","0.27%"
"2016년 08월 24일","43.70","43.70","43.70","43.70","-","-0.59%"
"2016년 08월 23일","43.96","43.96","43.96","43.96","-","0.34%"
"2016년 08월 22일","43.81","43.81","43.81","43.81","-","-1.44%"
"2016년 08월 19일","44.45","44.45","44.45","44.45","-","-0.11%"
"2016년 08월 18일","44.50","44.50","44.50","44.50","-","0.77%"
"2016년 08월 17일","44.16","44.16","44.16","44.16","-","0.73%"
"2016년 08월 16일","43.84","43.84","43.84","43.84","-","1.32%"
"2016년 08월 15일","43.27","43.27","43.27","43.27","-","1.76%"
"2016년 08월 12일","42.52","42.52","42.52","42.52","-","1.31%"
"2016년 08월 11일","41.97","41.97","41.97","41.97","-","3.12%"
"2016년 08월 10일","40.70","40.70","40.70","40.70","-","-1.14%"
"2016년 08월 09일","41.17","41.17","41.17","41.17","-","-1.08%"
"2016년 08월 08일","41.62","41.62","41.62","41.62","-","2.21%"
"2016년 08월 05일","40.72","40.72","40.72","40.72","-","-0.34%"
"2016년 08월 04일","40.86","40.86","40.86","40.86","-","2.77%"
"2016년 08월 03일","39.76","39.76","39.76","39.76","-","2.79%"
"2016년 08월 02일","38.68","38.68","38.68","38.68","-","-0.62%"
"2016년 08월 01일","38.92","38.92","38.92","38.92","-","-8.45%"
"2016년 07월 28일","42.51","42.51","42.51","42.51","-","0.00%"
"2016년 07월 27일","42.51","42.51","42.51","42.51","-","-0.12%"
"2016년 07월 26일","42.56","42.56","42.56","42.56","-","-0.07%"
"2016년 07월 25일","42.59","42.59","42.59","42.59","-","-0.42%"
"2016년 07월 22일","42.77","42.77","42.77","42.77","-","-0.95%"
"2016년 07월 21일","43.18","43.18","43.18","43.18","-","-0.21%"
"2016년 07월 20일","43.27","43.27","43.27","43.27","-","0.49%"
"2016년 07월 19일","43.06","43.06","43.06","43.06","-","-0.28%"
"2016년 07월 18일","43.18","43.18","43.18","43.18","-","-1.12%"
"2016년 07월 15일","43.67","43.67","43.67","43.67","-","0.34%"
"2016년 07월 14일","43.52","43.52","43.52","43.52","-","1.63%"
"2016년 07월 13일","42.82","42.82","42.82","42.82","-","-3.32%"
"2016년 07월 12일","44.29","44.29","44.29","44.29","-","3.38%"
"2016년 07월 11일","42.84","42.84","42.84","42.84","-","-0.70%"
"2016년 07월 08일","43.14","43.14","43.14","43.14","-","0.96%"
"2016년 07월 07일","42.73","42.73","42.73","42.73","-","-4.47%"
"2016년 07월 06일","44.73","44.73","44.73","44.73","-","1.61%"
"2016년 07월 05일","44.02","44.02","44.02","44.02","-","-3.82%"
"2016년 07월 01일","45.77","45.77","45.77","45.77","-","-1.06%"
"2016년 06월 30일","46.26","46.26","46.26","46.26","-","-0.11%"
"2016년 06월 29일","46.31","46.31","46.31","46.31","-","0.26%"
"2016년 06월 28일","46.19","46.19","46.19","46.19","-","0.35%"
"2016년 06월 27일","46.03","46.03","46.03","46.03","-","-0.28%"
"2016년 06월 24일","46.16","46.16","46.16","46.16","-","-1.01%"
"2016년 06월 23일","46.63","46.63","46.63","46.63","-","0.54%"
"2016년 06월 22일","46.38","46.38","46.38","46.38","-","-0.49%"
"2016년 06월 21일","46.61","46.61","46.61","46.61","-","-0.17%"
"2016년 06월 20일","46.69","46.69","46.69","46.69","-","1.19%"
"2016년 06월 17일","46.14","46.14","46.14","46.14","0.40K","1.70%"
"2016년 06월 16일","45.37","45.37","45.37","45.37","-","-1.80%"
"2016년 06월 15일","46.20","46.20","46.20","46.20","-","-0.94%"
"2016년 06월 14일","46.64","46.64","46.64","46.64","-","-0.62%"
"2016년 06월 13일","46.93","46.93","46.93","46.93","-","-0.06%"
"2016년 06월 10일","46.96","46.96","46.96","46.96","-","-1.96%"
"2016년 06월 09일","47.90","47.90","47.90","47.90","-","-0.62%"
"2016년 06월 08일","48.20","48.20","48.20","48.20","-","1.92%"
"2016년 06월 07일","47.29","47.29","47.29","47.29","-","1.61%"
"2016년 06월 06일","46.54","46.54","46.54","46.54","-","1.11%"
"2016년 06월 03일","46.03","46.03","46.03","46.03","-","-0.71%"
"2016년 06월 02일","46.36","46.36","46.36","46.36","-","0.87%"
"2016년 06월 01일","45.96","45.96","45.96","45.96","-","3.82%"
"2016년 05월 31일","44.27","44.27","44.27","44.27","-","-0.09%"
"2016년 05월 27일","44.31","44.31","44.31","44.31","-","-0.07%"
"2016년 05월 26일","44.34","44.34","44.34","44.34","-","-0.11%"
"2016년 05월 25일","44.39","44.39","44.39","44.39","-","0.41%"
"2016년 05월 24일","44.21","44.21","44.21","44.21","-","0.11%"
"2016년 05월 23일","44.16","44.16","44.16","44.16","-","-0.27%"
"2016년 05월 20일","44.28","44.28","44.28","44.28","-","-0.11%"
"2016년 05월 19일","44.33","44.33","44.33","44.33","-","0.02%"
"2016년 05월 18일","44.32","44.32","44.32","44.32","-","-0.36%"
"2016년 05월 17일","44.48","44.48","44.48","44.48","-","0.47%"
"2016년 05월 16일","44.27","44.27","44.27","44.27","-","1.30%"
"2016년 05월 13일","43.70","43.70","43.70","43.70","-","-0.64%"
"2016년 05월 12일","43.98","43.98","43.98","43.98","-","0.71%"
"2016년 05월 11일","43.67","43.67","43.67","43.67","-","3.12%"
"2016년 05월 10일","42.35","42.35","42.35","42.35","-","3.37%"
"2016년 05월 09일","40.97","40.97","40.97","40.97","-","-3.10%"
"2016년 05월 06일","42.28","42.28","42.28","42.28","-","0.86%"
"2016년 05월 05일","41.92","41.92","41.92","41.92","-","0.29%"
"2016년 05월 04일","41.80","41.80","41.80","41.80","-","-0.19%"
"2016년 05월 03일","41.88","41.88","41.88","41.88","-","-1.34%"
"2016년 05월 02일","42.45","42.45","42.45","42.45","-","8.76%"
"2016년 04월 29일","39.03","39.03","39.03","39.03","-","0.08%"
"2016년 04월 28일","39.00","39.00","39.00","39.00","-","0.08%"
"2016년 04월 27일","38.97","38.97","38.97","38.97","-","0.44%"
"2016년 04월 26일","38.80","38.80","38.80","38.80","-","0.44%"
"2016년 04월 25일","38.63","38.63","38.63","38.63","-","-0.34%"
"2016년 04월 22일","38.76","38.76","38.76","38.76","-","0.49%"
"2016년 04월 21일","38.57","38.57","38.57","38.57","-","-0.92%"
"2016년 04월 20일","38.93","38.93","38.93","38.93","-","1.59%"
"2016년 04월 19일","38.32","38.32","38.32","38.32","-","1.00%"
"2016년 04월 18일","37.94","37.94","37.94","37.94","-","-0.26%"
"2016년 04월 15일","38.04","38.04","38.04","38.04","-","-1.17%"
"2016년 04월 14일","38.49","38.49","38.49","38.49","-","-0.39%"
"2016년 04월 13일","38.64","38.64","38.64","38.64","-","-1.00%"
"2016년 04월 12일","39.03","39.03","39.03","39.03","-","3.45%"
"2016년 04월 11일","37.73","37.73","37.73","37.73","-","1.59%"
"2016년 04월 08일","37.14","37.14","37.14","37.14","-","4.94%"
"2016년 04월 07일","35.39","35.39","35.39","35.39","-","-0.95%"
"2016년 04월 06일","35.73","35.73","35.73","35.73","-","4.63%"
"2016년 04월 05일","34.15","34.15","34.15","34.15","-","0.29%"
"2016년 04월 04일","34.05","34.05","34.05","34.05","-","-1.99%"
"2016년 04월 01일","34.74","34.74","34.74","34.74","-","-1.14%"
"2016년 03월 31일","35.14","35.14","35.14","35.14","-","-0.11%"
"2016년 03월 30일","35.18","35.18","35.18","35.18","-","0.20%"
"2016년 03월 29일","35.11","35.11","35.11","35.11","-","-0.31%"
"2016년 03월 28일","35.22","35.22","35.22","35.22","-","-0.03%"
"2016년 03월 24일","35.23","35.23","35.23","35.23","-","-0.23%"
"2016년 03월 23일","35.31","35.31","35.31","35.31","-","-1.29%"
"2016년 03월 22일","35.77","35.77","35.77","35.77","-","0.25%"
"2016년 03월 21일","35.68","35.68","35.68","35.68","-","0.34%"
"2016년 03월 18일","35.56","35.56","35.56","35.56","-","-0.14%"
"2016년 03월 17일","35.61","35.61","35.61","35.61","-","1.66%"
"2016년 03월 16일","35.03","35.03","35.03","35.03","-","2.52%"
"2016년 03월 15일","34.17","34.17","34.17","34.17","-","-0.99%"
"2016년 03월 14일","34.51","34.51","34.51","34.51","-","-1.37%"
"2016년 03월 11일","34.99","34.99","34.99","34.99","-","1.13%"
"2016년 03월 10일","34.60","34.60","34.60","34.60","-","-1.87%"
"2016년 03월 09일","35.26","35.26","35.26","35.26","-","2.59%"
"2016년 03월 08일","34.37","34.37","34.37","34.37","-","-2.83%"
"2016년 03월 07일","35.37","35.37","35.37","35.37","-","5.11%"
"2016년 03월 04일","33.65","33.65","33.65","33.65","-","4.18%"
"2016년 03월 03일","32.30","32.30","32.30","32.30","-","0.62%"
"2016년 03월 02일","32.10","32.10","32.10","32.10","-","-0.22%"
"2016년 03월 01일","32.17","32.17","32.17","32.17","-","9.80%"
"2016년 02월 29일","29.30","29.30","29.30","29.30","-","-0.20%"
"2016년 02월 26일","29.36","29.36","29.36","29.36","-","0.34%"
"2016년 02월 25일","29.26","29.26","29.26","29.26","-","-0.31%"
"2016년 02월 24일","29.35","29.35","29.35","29.35","-","0.17%"
"2016년 02월 23일","29.30","29.30","29.30","29.30","-","-0.88%"
"2016년 02월 22일","29.56","29.56","29.56","29.56","-","1.30%"
"2016년 02월 19일","29.18","29.18","29.18","29.18","-","-1.25%"
"2016년 02월 18일","29.55","29.55","29.55","29.55","-","-0.07%"
"2016년 02월 17일","29.57","29.57","29.57","29.57","-","3.72%"
"2016년 02월 16일","28.51","28.51","28.51","28.51","-","-1.49%"
"2016년 02월 12일","28.94","28.94","28.94","28.94","-","7.54%"
"2016년 02월 11일","26.91","26.91","26.91","26.91","-","-2.04%"
"2016년 02월 10일","27.47","27.47","27.47","27.47","-","-8.65%"
"2016년 02월 09일","30.07","30.07","30.07","30.07","-","0.00%"
"2016년 02월 08일","30.07","30.07","30.07","30.07","-","0.00%"
"2016년 02월 05일","30.07","30.07","30.07","30.07","-","-1.09%"
"2016년 02월 04일","30.40","30.40","30.40","30.40","-","-1.71%"
"2016년 02월 03일","30.93","30.93","30.93","30.93","-","8.60%"
"2016년 02월 02일","28.48","28.48","28.48","28.48","-","-4.91%"
"2016년 02월 01일","29.95","29.95","29.95","29.95","-","11.71%"
"2016년 01월 29일","26.81","26.81","26.81","26.81","-","0.07%"
"2016년 01월 28일","26.79","26.79","26.79","26.79","-","0.30%"
"2016년 01월 27일","26.71","26.71","26.71","26.71","-","0.41%"
"2016년 01월 26일","26.60","26.60","26.60","26.60","-","0.83%"
"2016년 01월 25일","26.38","26.38","26.38","26.38","-","-1.27%"
"2016년 01월 22일","26.72","26.72","26.72","26.72","-","2.69%"
"2016년 01월 21일","26.02","26.02","26.02","26.02","-","1.76%"
"2016년 01월 20일","25.57","25.57","25.57","25.57","-","-1.96%"
"2016년 01월 19일","26.08","26.08","26.08","26.08","-","-1.02%"
"2016년 01월 15일","26.35","26.35","26.35","26.35","-","-3.30%"
"2016년 01월 14일","27.25","27.25","27.25","27.25","-","0.85%"
"2016년 01월 13일","27.02","27.02","27.02","27.02","-","-1.13%"
"2016년 01월 12일","27.33","27.33","27.33","27.33","-","-1.90%"
"2016년 01월 11일","27.86","27.86","27.86","27.86","-","-4.46%"
"2016년 01월 08일","29.16","29.16","29.16","29.16","-","0.55%"
"2016년 01월 07일","29.00","29.00","29.00","29.00","-","0.03%"
"2016년 01월 06일","28.99","28.99","28.99","28.99","-","-6.03%"
"2016년 01월 05일","30.85","30.85","30.85","30.85","-","-3.89%"
"2016년 01월 04일","32.10","32.10","32.10","32.10","-","-7.20%"
"2015년 12월 31일","34.59","34.59","34.59","34.59","-","0.06%"
"2015년 12월 30일","34.57","34.57","34.57","34.57","-","-0.26%"
"2015년 12월 29일","34.66","34.66","34.66","34.66","-","0.23%"
"2015년 12월 28일","34.58","34.58","34.58","34.58","-","-0.43%"
